Orden,Tipo de contenedor,Tipo de contenedor normalizado,Modelo,Carga,Lote,Dirección,Barrio,Distrito,Latitud,Longitud,X,Y,Código de localización
142,Restos,Restos,R 800 CT,Carga trasera,2,"Avenida Aragón, 325",Aeropuerto,Barajas,40.449387490401,-3.553253160105,453085.396,4477783.716,CT_212_013
143,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,2,"Avenida Aragón, 325",Aeropuerto,Barajas,40.449387490401,-3.553253160105,453085.396,4477783.716,CT_212_013
144,Orgánica,Organica,O 800 CT,Carga trasera,2,"Avenida Aragón, 325",Aeropuerto,Barajas,40.449387490401,-3.553253160105,453085.396,4477783.716,CT_212_013
145,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Igualdad, 191",El Cañaveral,Vicálvaro,40.407404664355,-3.554005786415,452992.353,4473124.052,CS_194_054
146,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Igualdad, 191",El Cañaveral,Vicálvaro,40.407404664355,-3.554005786415,452992.353,4473124.052,CS_194_054
147,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Ilusión, 62",El Cañaveral,Vicálvaro,40.405431132111,-3.553380919858,453044.002,4472904.66,CL_194_036
148,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Ilusión, 62",El Cañaveral,Vicálvaro,40.405431132111,-3.553380919858,453044.002,4472904.66,CL_194_036
149,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Ilusión, 62",El Cañaveral,Vicálvaro,40.405431132111,-3.553380919858,453044.002,4472904.66,CL_194_036
150,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Igualdad, 191",El Cañaveral,Vicálvaro,40.407404664355,-3.554005786415,452992.353,4473124.052,CL_194_019
151,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Igualdad, 191",El Cañaveral,Vicálvaro,40.407404664355,-3.554005786415,452992.353,4473124.052,CL_194_019
152,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Igualdad, 191",El Cañaveral,Vicálvaro,40.407404664355,-3.554005786415,452992.353,4473124.052,CL_194_019
153,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 9",Aeropuerto,Barajas,40.449507786806,-3.554128023476,453011.293,4477797.534,CT_212_011
154,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 9",Aeropuerto,Barajas,40.449507786806,-3.554128023476,453011.293,4477797.534,CT_212_011
155,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 9",Aeropuerto,Barajas,40.449507786806,-3.554128023476,453011.293,4477797.534,CT_212_011
156,Orgánica,Organica,O 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 9",Aeropuerto,Barajas,40.449507786806,-3.554128023476,453011.293,4477797.534,CT_212_011
157,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Cañada de Vicálvaro a San Fernando, 238",El Cañaveral,Vicálvaro,40.408716956521,-3.553531769483,453033.486,4473269.463,CL_194_026
158,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Cañada de Vicálvaro a San Fernando, 238",El Cañaveral,Vicálvaro,40.408716956521,-3.553531769483,453033.486,4473269.463,CL_194_026
159,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Cañada de Vicálvaro a San Fernando, 238",El Cañaveral,Vicálvaro,40.408716956521,-3.553531769483,453033.486,4473269.463,CL_194_026
160,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Cañada de Vicálvaro a San Fernando, 238",El Cañaveral,Vicálvaro,40.408716956521,-3.553531769483,453033.486,4473269.463,CL_194_026
161,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Luis Ocaña, 56",El Cañaveral,Vicálvaro,40.395759154001,-3.551141109857,453227.364,4471829.895,CL_194_097
162,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Luis Ocaña, 56",El Cañaveral,Vicálvaro,40.395759154001,-3.551141109857,453227.364,4471829.895,CL_194_097
163,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Luis Ocaña, 56",El Cañaveral,Vicálvaro,40.395759154001,-3.551141109857,453227.364,4471829.895,CL_194_097
164,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Igualdad, 42",El Cañaveral,Vicálvaro,40.40720389646,-3.554180649335,452977.376,4473101.86,CL_194_008
165,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Igualdad, 42",El Cañaveral,Vicálvaro,40.40720389646,-3.554180649335,452977.376,4473101.86,CL_194_008
166,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Igualdad, 42",El Cañaveral,Vicálvaro,40.40720389646,-3.554180649335,452977.376,4473101.86,CL_194_008
167,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle María Pita, 14",El Cañaveral,Vicálvaro,40.397376056073,-3.554127009896,452975.089,4472010.953,CL_194_087
168,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle María Pita, 14",El Cañaveral,Vicálvaro,40.397376056073,-3.554127009896,452975.089,4472010.953,CL_194_087
169,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle María Pita, 14",El Cañaveral,Vicálvaro,40.397376056073,-3.554127009896,452975.089,4472010.953,CL_194_087
170,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle María Pita, 14",El Cañaveral,Vicálvaro,40.397376056073,-3.554127009896,452975.089,4472010.953,CL_194_087
171,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Cerro del Tesoro, 1",El Cañaveral,Vicálvaro,40.406329758277,-3.552115478655,453152.002,4473003.735,CS_194_032
172,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Cerro del Tesoro, 1",El Cañaveral,Vicálvaro,40.406329758277,-3.552115478655,453152.002,4473003.735,CS_194_032
173,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Cerro del Campo, 1",El Cañaveral,Vicálvaro,40.405541970237,-3.552203345597,453144,4472916.338,CS_194_011
174,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Cerro del Campo, 1",El Cañaveral,Vicálvaro,40.405541970237,-3.552203345597,453144,4472916.338,CS_194_011
175,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Cerro del Campo, 1",El Cañaveral,Vicálvaro,40.405541970237,-3.552203345597,453144,4472916.338,CS_194_011
176,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle María Pita, 42",El Cañaveral,Vicálvaro,40.396728936886,-3.552878036739,453080.632,4471938.46,CL_194_058
177,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle María Pita, 42",El Cañaveral,Vicálvaro,40.396728936886,-3.552878036739,453080.632,4471938.46,CL_194_058
178,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle María Pita, 42",El Cañaveral,Vicálvaro,40.396728936886,-3.552878036739,453080.632,4471938.46,CL_194_058
179,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle María Pita, 42",El Cañaveral,Vicálvaro,40.396728936886,-3.552878036739,453080.632,4471938.46,CL_194_058
180,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Cerro del Campo, 48",El Cañaveral,Vicálvaro,40.405547231268,-3.551076065399,453239.657,4472916.325,CS_194_055
181,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Cerro del Campo, 48",El Cañaveral,Vicálvaro,40.405547231268,-3.551076065399,453239.657,4472916.325,CS_194_055
182,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Pilar Bellosillo, 12",El Cañaveral,Vicálvaro,40.397998169882,-3.551636443796,453186.878,4472078.685,CL_194_072
183,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Pilar Bellosillo, 12",El Cañaveral,Vicálvaro,40.397998169882,-3.551636443796,453186.878,4472078.685,CL_194_072
184,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Pilar Bellosillo, 12",El Cañaveral,Vicálvaro,40.397998169882,-3.551636443796,453186.878,4472078.685,CL_194_072
185,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Diálogo, 71",El Cañaveral,Vicálvaro,40.406424898752,-3.554050703942,452987.86,4473015.323,CL_194_010
186,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Diálogo, 71",El Cañaveral,Vicálvaro,40.406424898752,-3.554050703942,452987.86,4473015.323,CL_194_010
187,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Diálogo, 71",El Cañaveral,Vicálvaro,40.406424898752,-3.554050703942,452987.86,4473015.323,CL_194_010
188,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Anna Frank, 10",El Cañaveral,Vicálvaro,40.397490199549,-3.553260091564,453048.738,4472023.162,CS_194_086
189,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Anna Frank, 10",El Cañaveral,Vicálvaro,40.397490199549,-3.553260091564,453048.738,4472023.162,CS_194_086
190,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Anna Frank, 10",El Cañaveral,Vicálvaro,40.397490199549,-3.553260091564,453048.738,4472023.162,CS_194_086
191,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 5",Aeropuerto,Barajas,40.449870137873,-3.552707526674,453132,4477837,CT_212_012
192,Orgánica,Organica,O 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 5",Aeropuerto,Barajas,40.449870137873,-3.552707526674,453132,4477837,CT_212_012
193,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 5",Aeropuerto,Barajas,40.449870137873,-3.552707526674,453132,4477837,CT_212_012
194,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 5",Aeropuerto,Barajas,40.449870137873,-3.552707526674,453132,4477837,CT_212_012
195,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 5",Aeropuerto,Barajas,40.449870137873,-3.552707526674,453132,4477837,CT_212_012
196,Orgánica,Organica,O 800 CT,Carga trasera,2,"Calle Ezequiel Peñalver, 5",Aeropuerto,Barajas,40.449870137873,-3.552707526674,453132,4477837,CT_212_012
197,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Anna Frank, 10",El Cañaveral,Vicálvaro,40.397646012659,-3.553288233782,453046.458,4472040.472,CL_194_077
198,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Anna Frank, 10",El Cañaveral,Vicálvaro,40.397646012659,-3.553288233782,453046.458,4472040.472,CL_194_077
199,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Anna Frank, 10",El Cañaveral,Vicálvaro,40.397646012659,-3.553288233782,453046.458,4472040.472,CL_194_077
200,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Anna Frank, 10",El Cañaveral,Vicálvaro,40.397646012659,-3.553288233782,453046.458,4472040.472,CL_194_077
201,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Anna Frank, 10",El Cañaveral,Vicálvaro,40.397646012659,-3.553288233782,453046.458,4472040.472,CL_194_077
202,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Anna Frank, 10",El Cañaveral,Vicálvaro,40.397646012659,-3.553288233782,453046.458,4472040.472,CL_194_077
203,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Anna Frank, 1",El Cañaveral,Vicálvaro,40.396737187554,-3.553926896426,452991.627,4471939.933,CS_194_080
204,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Anna Frank, 1",El Cañaveral,Vicálvaro,40.396737187554,-3.553926896426,452991.627,4471939.933,CS_194_080
205,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Cañada de Vicálvaro a San Fernando, 228",El Cañaveral,Vicálvaro,40.408718596151,-3.553219299264,453060,4473269.479,CS_194_030
206,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Cañada de Vicálvaro a San Fernando, 228",El Cañaveral,Vicálvaro,40.408718596151,-3.553219299264,453060,4473269.479,CS_194_030
207,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Cañada de Vicálvaro a San Fernando, 228",El Cañaveral,Vicálvaro,40.408718596151,-3.553219299264,453060,4473269.479,CS_194_030
208,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Cerro del Monte, 23",El Cañaveral,Vicálvaro,40.407417812546,-3.551167915086,453233.158,4473124.006,CS_194_031
209,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Cerro del Monte, 23",El Cañaveral,Vicálvaro,40.407417812546,-3.551167915086,453233.158,4473124.006,CS_194_031
210,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Cerro del Monte, 23",El Cañaveral,Vicálvaro,40.407417812546,-3.551167915086,453233.158,4473124.006,CS_194_031
211,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Cerro del Monte, 23",El Cañaveral,Vicálvaro,40.407417812546,-3.551167915086,453233.158,4473124.006,CS_194_031
212,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Mayorazgo de Duarte, 287",El Cañaveral,Vicálvaro,40.408726830832,-3.551758033387,453183.993,4473269.618,CL_194_028
213,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Mayorazgo de Duarte, 287",El Cañaveral,Vicálvaro,40.408726830832,-3.551758033387,453183.993,4473269.618,CL_194_028
214,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Mayorazgo de Duarte, 287",El Cañaveral,Vicálvaro,40.408726830832,-3.551758033387,453183.993,4473269.618,CL_194_028
215,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Mayorazgo de Duarte, 287",El Cañaveral,Vicálvaro,40.408726830832,-3.551758033387,453183.993,4473269.618,CL_194_028
216,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Mayorazgo de Duarte, 287",El Cañaveral,Vicálvaro,40.408726830832,-3.551758033387,453183.993,4473269.618,CL_194_028
217,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Mayorazgo de Duarte, 287",El Cañaveral,Vicálvaro,40.408726818736,-3.551770007469,453182.977,4473269.623,CS_194_035
218,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Mayorazgo de Duarte, 287",El Cañaveral,Vicálvaro,40.408726818736,-3.551770007469,453182.977,4473269.623,CS_194_035
219,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Cerro del Campo, 7",El Cañaveral,Vicálvaro,40.405546667242,-3.551188725944,453230.097,4472916.322,CL_194_052
220,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Cerro del Campo, 7",El Cañaveral,Vicálvaro,40.405546667242,-3.551188725944,453230.097,4472916.322,CL_194_052
221,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Cerro del Campo, 7",El Cañaveral,Vicálvaro,40.405546667242,-3.551188725944,453230.097,4472916.322,CL_194_052
222,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Teodoro de Anasagasti y Algán, 22",El Cañaveral,Vicálvaro,40.39980448314,-3.5555158268,452858.923,4472281.245,CL_194_071
223,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Teodoro de Anasagasti y Algán, 22",El Cañaveral,Vicálvaro,40.39980448314,-3.5555158268,452858.923,4472281.245,CL_194_071
224,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Teodoro de Anasagasti y Algán, 22",El Cañaveral,Vicálvaro,40.39980448314,-3.5555158268,452858.923,4472281.245,CL_194_071
225,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Imperio Argentina, 91",El Cañaveral,Vicálvaro,40.401947173395,-3.557561669536,452686.812,4472520.174,CS_194_039
226,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Imperio Argentina, 91",El Cañaveral,Vicálvaro,40.401947173395,-3.557561669536,452686.812,4472520.174,CS_194_039
227,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Padre Gregorio de Céspedes, 5",El Cañaveral,Vicálvaro,40.399399765673,-3.557797296699,452665.033,4472237.541,CS_194_061
228,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Padre Gregorio de Céspedes, 5",El Cañaveral,Vicálvaro,40.399399765673,-3.557797296699,452665.033,4472237.541,CS_194_061
229,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Ilusión, 13",El Cañaveral,Vicálvaro,40.404477898964,-3.556329913508,452793.104,4472800.423,CL_194_035
230,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Ilusión, 13",El Cañaveral,Vicálvaro,40.404477898964,-3.556329913508,452793.104,4472800.423,CL_194_035
231,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Ilusión, 13",El Cañaveral,Vicálvaro,40.404477898964,-3.556329913508,452793.104,4472800.423,CL_194_035
232,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Ilusión, 13",El Cañaveral,Vicálvaro,40.404477898964,-3.556329913508,452793.104,4472800.423,CL_194_035
233,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Mario Roso de Luna, 44",Rejas,San Blas-Canillejas,40.442408851478,-3.558302010622,452652.366,4477011.784,CS_206_103
234,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Mario Roso de Luna, 44",Rejas,San Blas-Canillejas,40.442408851478,-3.558302010622,452652.366,4477011.784,CS_206_103
235,Restos,Restos,R 2750 CL,Carga lateral,2,"Avenida Provisional Gran Vía de Vicálvaro, 30",El Cañaveral,Vicálvaro,40.396614910689,-3.557368254736,452699.493,4471928.196,CL_194_076
236,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Avenida Provisional Gran Vía de Vicálvaro, 30",El Cañaveral,Vicálvaro,40.396614910689,-3.557368254736,452699.493,4471928.196,CL_194_076
237,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Avenida Provisional Gran Vía de Vicálvaro, 30",El Cañaveral,Vicálvaro,40.396614910689,-3.557368254736,452699.493,4471928.196,CL_194_076
238,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Anna Frank, 14",El Cañaveral,Vicálvaro,40.398082425684,-3.552735766297,453093.645,4472088.62,CS_194_073
239,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Anna Frank, 14",El Cañaveral,Vicálvaro,40.398082425684,-3.552735766297,453093.645,4472088.62,CS_194_073
240,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Anna Frank, 14",El Cañaveral,Vicálvaro,40.398082425684,-3.552735766297,453093.645,4472088.62,CS_194_073
241,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Pío del Río Hortega, 21",El Cañaveral,Vicálvaro,40.399709587472,-3.556621673963,452765.014,4472271.302,CS_194_075
242,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Pío del Río Hortega, 21",El Cañaveral,Vicálvaro,40.399709587472,-3.556621673963,452765.014,4472271.302,CS_194_075
243,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Cerro del Tesoro, 1",El Cañaveral,Vicálvaro,40.406329321524,-3.552186186246,453146.002,4473003.724,CL_194_027
244,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Cerro del Tesoro, 1",El Cañaveral,Vicálvaro,40.406329321524,-3.552186186246,453146.002,4473003.724,CL_194_027
245,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Cerro del Tesoro, 1",El Cañaveral,Vicálvaro,40.406329321524,-3.552186186246,453146.002,4473003.724,CL_194_027
246,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Cerro del Tesoro, 1",El Cañaveral,Vicálvaro,40.406329321524,-3.552186186246,453146.002,4473003.724,CL_194_027
247,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Cerro del Tesoro, 1",El Cañaveral,Vicálvaro,40.406329321524,-3.552186186246,453146.002,4473003.724,CL_194_027
248,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Padre Gregorio de Céspedes, 15",El Cañaveral,Vicálvaro,40.398961589506,-3.556950659661,452736.573,4472188.451,CS_194_074
249,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Padre Gregorio de Céspedes, 15",El Cañaveral,Vicálvaro,40.398961589506,-3.556950659661,452736.573,4472188.451,CS_194_074
250,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Padre Gregorio de Céspedes, 15",El Cañaveral,Vicálvaro,40.398961589506,-3.556950659661,452736.573,4472188.451,CS_194_074
251,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Imperio Argentina, 91",El Cañaveral,Vicálvaro,40.401962598678,-3.557591210741,452684.316,4472521.902,CL_194_037
252,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Imperio Argentina, 91",El Cañaveral,Vicálvaro,40.401962598678,-3.557591210741,452684.316,4472521.902,CL_194_037
253,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Imperio Argentina, 91",El Cañaveral,Vicálvaro,40.401962598678,-3.557591210741,452684.316,4472521.902,CL_194_037
254,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Aloe Vera, 4",El Cañaveral,Vicálvaro,40.406126757039,-3.554857428114,452919.2,4472982.659,CL_194_086
255,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Aloe Vera, 4",El Cañaveral,Vicálvaro,40.406126757039,-3.554857428114,452919.2,4472982.659,CL_194_086
256,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Aloe Vera, 4",El Cañaveral,Vicálvaro,40.406126757039,-3.554857428114,452919.2,4472982.659,CL_194_086
257,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Victoria Kent, 96",El Cañaveral,Vicálvaro,40.397869399719,-3.557374487238,452699.842,4472067.446,CS_194_081
258,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Victoria Kent, 96",El Cañaveral,Vicálvaro,40.397869399719,-3.557374487238,452699.842,4472067.446,CS_194_081
259,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Mario Roso de Luna, 49",Rejas,San Blas-Canillejas,40.442610963738,-3.557944902028,452682.793,4477034.027,CL_206_035
260,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Mario Roso de Luna, 49",Rejas,San Blas-Canillejas,40.442610963738,-3.557944902028,452682.793,4477034.027,CL_206_035
261,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Mario Roso de Luna, 49",Rejas,San Blas-Canillejas,40.442610963738,-3.557944902028,452682.793,4477034.027,CL_206_035
262,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Padre Gregorio de Céspedes, 15",El Cañaveral,Vicálvaro,40.398883033883,-3.556798341826,452749.444,4472179.65,CL_194_065
263,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Padre Gregorio de Céspedes, 15",El Cañaveral,Vicálvaro,40.398883033883,-3.556798341826,452749.444,4472179.65,CL_194_065
264,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Padre Gregorio de Céspedes, 15",El Cañaveral,Vicálvaro,40.398883033883,-3.556798341826,452749.444,4472179.65,CL_194_065
